Moved over to Sprint Plan,You can have other columns as well,RELEASE,STORY_ID,STORY_TITLE,STORY,"PRIORITY (0 wont, 1 could, 2 should 3 must)",STORY_POINTS,ACCEPT,NOTES (optional assumption),,,,,
,,,9800,Trend & Performance Analysis,"As an employer, I want to generate reports and analytics on hiring trends and candidate performance so that I can make data-driven recruitment decisions.",1,13,"Given an employer navigates to the main 'Analytics' or 'Reporting' section of the platform When the employer explores available reports Then they find options to generate reports covering key hiring metrics such as 'Time-to-Hire', 'Cost-per-Hire', 'Offer Acceptance Rate', and 'Source Effectiveness'
Given an employer generates a 'Source Effectiveness' report for a specific date range When the report is displayed Then it shows a breakdown comparing the number of applications received and hires made from each tracked source
Given an employer generates a 'Time-to-Hire' report When viewing the results Then the report displays the average number of days taken from the date a job was posted to the date an offer was accepted Potentially allowing filtering or breakdown by department, location, or job role",,,,,,
,,,9900,Compensation Intelligence Suite,"As an employer, I want a comprehensive compensation intelligence suite that allows me to analyze market data, evaluate competitiveness, simulate adjustments, analyze acceptance patterns, forecast trends, and generate location-adjusted packages based on cost of living differences, so that I can develop strategic, data-driven compensation plans that attract and retain talent.",1,20,"Given an employer accesses the 'Compensation Intelligence' tool When the employer enters criteria such as job title, location, required years of experience, and industry Then the tool queries its database and displays benchmark salary range data for matching roles
Given the compensation tool displays salary benchmark data When the employer reviews the results Then the results also include information on typical bonus structures or common benefits packages associated with the queried role and market
Given the employer is viewing compensation benchmarks When the employer modifies any of the input filters Then the displayed benchmark salary ranges and associated data update immediately to reflect the revised criteria",,,,,,
,,,10000,Employee Referral Program,"As an employer, I want to manage employee referrals through the platform so that I can leverage my team's networks.",1,8,"Given an employer accesses the ""Referral Programme"" settings When the employer configures programme rules (e.g., define referral bonuses per role level, specify eligibility criteria) Then these rules are applied to all subsequent referrals made through the platform
Given an employee submits a referral through their dedicated portal When the referred candidate applies using the unique referral link or is manually linked by HR Then the referral is tracked against the referring employee And the status (e.g., Applied, Interviewing, Hired, Not Selected) is updated automatically throughout the recruitment process
Given an employer views the referral dashboard When the employer reviews referral analytics Then they can see metrics such as the number of referrals per employee/department, conversion rates of referred candidates, and total referral bonus payouts over a selected time period",,,,,,
,,,10100,Internal Mobility Support,"As an employer, I want to promote open positions to existing employees so that I can facilitate internal career growth.",1,5,"Given an employer is creating a new job posting When the employer selects an option to make the job visible internally (e.g., checkbox ""Allow Internal Applications"") Then the published job posting appears on a dedicated internal job board accessible only to logged-in employees
Given an employee is browsing the internal job board When the employee applies for a position Then their application is flagged as ""Internal Candidate"" in the applicant tracking system Clearly distinguishing them from external applicants for the hiring team
Given an employer wants to proactively notify employees When the employer configures internal job alerts based on employee profiles (e.g., skills, department, career interests) Then relevant employees receive notifications (email or in-platform) about matching internal job openings",,,,,,
,,,10200,Custom Report Builder,"As an employer, I want to create custom recruitment reports so that I can analyze metrics relevant to my business.",1,20,"Given an employer accesses the ""Report Builder"" tool When the employer selects desired data fields (e.g., Time to Fill, Cost per Hire, Source of Hire, Offer Acceptance Rate) And applies filters (e.g., Date Range, Department, Job Title, Location) And chooses visualisation types (e.g., Table, Bar Chart, Line Graph) Then a preview of the custom report is generated based on their selections
Given an employer has configured a custom report When the employer saves the report configuration Then they can name the report template And access it later to run the same report with updated data without reconfiguring the parameters
Given an employer has generated a custom report When the employer clicks the ""Export"" button Then they can download the report data in a selected format (e.g., CSV, PDF) Accurately reflecting the configured fields and filters",,,,,,
,,,10300,Source Effectiveness Analytics,"As an employer, I want to analyze which candidate sources yield the best hires so that I can optimize recruitment channels.",1,8,"Given candidate applications consistently track the source (e.g., LinkedIn, Referral, Career Page, Job Board X) When an employer accesses the ""Source Effectiveness"" dashboard Then they see a breakdown of key metrics (e.g., Number of Applicants, Applicants Interviewed, Offers Extended, Hires Made) Attributed to each source over a default time period (e.g., last 90 days)
Given an employer is viewing the ""Source Effectiveness"" report When the employer applies filters (e.g., Job Department, Date Range, Specific Job) Then the metrics displayed update to reflect the performance of sources for that specific segment
Given quality-of-hire data (e.g., performance review scores after 6 months, retention rates) is associated with hired candidates (optional integration) When an employer reviews the source effectiveness report Then they can compare sources not just by volume of hires but also by the long-term success of candidates from each source",,,,,,
,,,10400,Predictive Hiring Analytics,"As an employer, I want predictive analytics about hiring needs and market trends so that I can plan proactively.",1,40,"Given sufficient historical hiring data (e.g., hiring volume per role, time-to-fill trends) and optional inputs (e.g., projected company growth) When an employer accesses the ""Predictive Analytics"" section Then the system displays forecasted hiring demand for key roles or departments for upcoming periods (e.g., next quarter, next 6 months)
Given the platform integrates with or analyses anonymised market data When an employer views the market trends report Then they see insights such as estimated talent availability for specific roles in certain locations, average salary benchmarks, and typical time-to-fill based on external data
Given the predictive model identifies a potential future skill gap or hiring bottleneck When the employer reviews the forecast Then the system provides actionable recommendations Such as suggesting specific sourcing channels likely to yield relevant candidates Or highlighting roles where lead time is expected to be long",,,,,,
,,,10500,Developer API Access,"As a developer, I want documented API access so that I can build custom integrations with the platform.",1,40,"Given a developer navigates to the platform's developer portal or API documentation section When the developer accesses the documentation Then it clearly outlines available API endpoints (e.g., for accessing jobs, submitting candidates, retrieving organisation info) And required authentication methods (e.g., OAuth 2.0, API Keys) And request/response formats (e.g., JSON) And parameter definitions And rate limits",,,,,,
,,,10600,Platform Feedback System,"As a user, I want to provide feedback on platform features and usability so that I can contribute to improving the service.",1,5,"Given a platform user, when they access the feedback option from any page, then they should be able to submit categorised feedback about platform features and usability with an optional satisfaction rating and receive confirmation of their submission.",,,,,,
,,,10700,Secure Content Hosting,"As an employer, I want to securely host company materials and job-related documents on the platform so that job seekers can access additional information without security concerns. ",1,8,"Given an employer uploads a document (e.g., PDF, DOCX) to the platform's designated content library, when the upload is complete, then the file is stored using secure methods (e.g., private storage bucket, encryption at rest).
Given an employer uploads a document to the platform's content library, when the upload is complete, then the file is assigned a unique, non-guessable internal identifier.
Given an employer links a hosted document to a job posting or company profile, when a job seeker clicks the link, then the platform verifies the user's permission (e.g., public access for job posting attachments, logged-in access for certain company materials).
Given an employer links a hosted document to a job posting, when a job seeker with appropriate permissions clicks the link, then the file is served securely through the platform interface or a secure, time-limited URL.
Given an employer accesses the content library management interface, when they view uploaded documents, then they have options to update the file (replace with a new version).
Given an employer accesses the content library management interface, when they view uploaded documents, then they have options to modify access permissions.
Given an employer accesses the content library management interface, when they view uploaded documents, then they have options to delete the document with changes reflected immediately for job seekers.",,,,,,
,,,10800,Content Quality Scoring,"As a content moderator, I want automated quality scoring for job postings so that I can prioritize moderation efforts.",1,13,"Given an employer submits a new job posting or saves edits to an existing one, when the platform processes the submission, then an automated scoring mechanism analyses the posting content against predefined quality criteria.
Given the quality analysis is complete, when a score (e.g., numerical 1-100, or categorical Low/Medium/High) is calculated, then this score is saved and associated with the job posting record in the database.
Given a content moderator views the job posting moderation queue, when the queue is displayed, then the calculated quality score is visible for each posting.
Given a content moderator views the job posting moderation queue, when the queue is displayed, then the moderator can sort or filter the queue based on this score to prioritise reviewing postings with lower quality scores first.",,,,,,
